機構名稱,縣市,縣市代碼,行政區,行政區代碼,地址全址,經度,緯度,特約服務項目,機構電話,電子郵件,機構負責人姓名,最後異動時間
東南社區發展協會(社照c),新北市,65000,林口區,65000170,新北市林口區東勢里麗園二街1巷4號,121.3774033,25.07000351,巷弄長照站,(02)26095928,seca.org@msa.hinet.net,薛純良,20220503 09:05:04
社團法人新北市社區工作者協會(社照C),新北市,65000,貢寮區,65000260,新北市貢寮區貢寮里29巷14之一號,121.9079285,25.01903725,巷弄長照站,(02)24942772,tallest999@gmail.com,黃寧秋,20220503 10:17:16
財團法人新北市私立新希望基金會(社照C),新北市,65000,新店區,65000060,新北市新店區福民里三民路151號,121.5335693,24.97320557,巷弄長照站,(02)29161575#551,topnewhope@gmail.com,吳竣皓,20220503 10:30:26
社團法人中華麥田關懷協會(社照C),新北市,65000,新店區,65000060,新北市新店區明德里明德路34號,121.5416946,24.977808,巷弄長照站,(02)29133936,wheatland1743@gmail.com,呂瑞香,20220503 10:29:18
社團法人新北市新店區喜樂心靈關懷協會(社照C),新北市,65000,新店區,65000060,新北市新店區公崙里安康路1段207巷4鄰8-1號,121.5161743,24.96367645,巷弄長照站,(02)20302117,shelldon7@gmail.com,許書毓,20220503 10:27:17
新北市新店區玫瑰里辦公處新北市新店區玫瑰里辦公處-玫瑰里關懷據點(社照C),新北市,65000,新店區,65000060,新北市新店區玫瑰里玫瑰路58巷18號,121.4945068,24.94678116,巷弄長照站,(02)22104558,candykuo5853@yahoo.com.tw,郭茹芬,20220503 10:27:38
社團法人台灣新希望社區關懷協會(社照C),新北市,65000,蘆洲區,65000140,新北市蘆洲區中原里9鄰中正路241號3樓,121.4678345,25.08666801,巷弄長照站,922295129,chadlu247@gmail.com,葉聯邦,20220503 10:04:39
臺北市士林區幸福名山社區發展協會,臺北市,63000,士林區,63000110,臺北市士林區名山里雨聲街68號,121.5287476,25.10368919,巷弄長照站,2836-6501,suling0800@gmail.com,薛群秀,20210407 11:45:09
臺北市士林區忠義社區發展協會,臺北市,63000,士林區,63000110,臺北市士林區忠誠里德行東路104巷9弄8號,121.5290375,25.10674667,巷弄長照站,28310943,bn_930@mail.taipei.gov.tw,曾坤來,20210407 11:50:38
台灣健康社區自主發展協會,臺北市,63000,士林區,63000110,臺北市士林區三玉里德行東路203巷2號1樓,121.5321426,25.1092453,巷弄長照站,02-28369493或0919-206-511,yunn7@hotmail.com,黃兆麟,20221229 23:03:34
財團法人台北市天母基督教會,臺北市,63000,士林區,63000110,臺北市士林區天母里天玉街63.65號,121.5274658,25.11970901,巷弄長照站,02-28714742,yiinjih50@yahoo.com.tw,李俊年,20210407 11:39:05
財團法人新北市基督教新希望教會(百齡長青),臺北市,63000,士林區,63000110,臺北市士林區前港里承德路4段190號4樓,121.5222855,25.08720016,巷弄長照站,982985298,rebecca401010@gmail.com,林淑萍,20221230 11:59:53
台北市劍橋有愛全人關懷協會,臺北市,63000,士林區,63000110,臺北市士林區百齡里福港街244巷3號1樓,121.5172119,25.08429718,巷弄長照站,02-28820977,joan.chen1@yahoo.com.tw,呂智宏,20210407 11:48:30
財團法人福智慈善基金會(天母據點),臺北市,63000,士林區,63000110,臺北市士林區蘭興里中山北路六段243號1F,121.5251617,25.10922432,巷弄長照站,02-28382503 #12,jasmine.chang33@gmail.com,賴錫源,20210407 14:09:49
臺北市士林海光社區發展協會,臺北市,63000,士林區,63000110,臺北市士林區富光里延平北路5段99號,121.5104218,25.08123016,巷弄長照站,932023186,weiyuan.comm@yahoo.com.tw,廖品筑,20210407 11:55:21
財團法人臺北市松年長春社會福利基金會(士林),臺北市,63000,士林區,63000110,臺北市士林區天山里中山北路七段122號3樓,121.5321045,25.12242889,巷弄長照站,02-28723425,sandy0422@hotmail.com,王淑惠,20210407 11:25:55
財團法人天主教遣使會-聖文生之友社區關懷據點,臺北市,63000,士林區,63000110,臺北市士林區天山里中山北路7段134號,121.5322495,25.12278938,巷弄長照站,02-29286060#10657,ssd@cthyh.org.tw,費克強,20210406 09:46:35
財團法人新北市基督教新希望教會(德行據點),臺北市,63000,士林區,63000110,臺北市士林區德行里雙溪街140號1樓,121.5243759,25.10042191,巷弄長照站,982985298,rebecca401010@gmail.com,林淑萍,20210312 17:46:37
臺北市天母全人關懷協會,臺北市,63000,士林區,63000110,臺北市士林區天玉里中山北路7段81巷7樓B2,121.5302658,25.12182045,巷弄長照站,02-2874-6222#118,lovingcaretianmu0101@gmail.com,曾鼎發,20210407 11:41:28
財團法人臺北市華夏婦女文教基金會,臺北市,63000,士林區,63000110,臺北市士林區岩山里至誠路1段62巷28號,121.5362778,25.10164452,巷弄長照站,02-28318025,nwltp2733@yahoo.com.tw,蘇龍華,20210407 11:50:14
財團法人臺北市松年長春社會福利基金會大橋教會,臺北市,63000,大同區,63000060,臺北市大同區景星里迪化街2段65號,121.5095901,25.06492615,巷弄長照站,02-25851434,pine003@twdc.org.tw,王淑惠,20210407 14:48:59
社團法人中華視障安養福利協會,臺北市,63000,大同區,63000060,臺北市大同區隆和里伊寧街37號,121.5122299,25.06473732,巷弄長照站,02-2595-2872,eyelight08@gmail.com,張復源,20210407 14:48:08
柴寮仔社區發展協會,臺北市,63000,大同區,63000060,臺北市大同區民權里民權西路172號1樓,121.5149841,25.06276894,巷弄長照站,2557-1918,yunna8383163@gmail.com,林美菊,20210407 14:14:41
社團法人台北市歐伊寇斯OIKOS社區關懷協會,臺北市,63000,大同區,63000060,臺北市大同區永樂里延平北路2段60巷2號1~2樓,121.5115051,25.05539322,巷弄長照站,02-23414322#603,coralpao945@gmail.com,寇張琪玫,20210407 14:15:02
台北市朝陽服飾材料街區發展協會,臺北市,63000,大同區,63000060,臺北市大同區朝陽里重慶北路2段46巷6號,121.5137863,25.05527496,巷弄長照站,02-25523101,kuowei206@hotmail.com.tw,呂國維,20210407 14:47:49
台北市大同區大有里辦公處,臺北市,63000,大同區,63000060,臺北市大同區大有里民樂街179號1樓,121.5105972,25.05951118,巷弄長照站,02-25577229,aliceaa8899@gmail.com,許美智,20210407 14:14:21
臺北市大龍峒長青協會,臺北市,63000,大同區,63000060,臺北市大同區保安里重慶北路3段313巷25號1樓~2樓,121.5148926,25.07417679,巷弄長照站,02-25910582,jackalnogg@gmail.com,張斌脈,20210407 14:18:48
台北市大同區圓環社區發展協會,臺北市,63000,大同區,63000060,臺北市大同區建功里重慶北路1段83巷37號,121.5141449,25.05266953,巷弄長照站,02-25564651,cherry480812@yahoo.com.tw,邱麗秋,20210407 14:19:09
中華萌愛關懷協會,臺北市,63000,大同區,63000060,臺北市大同區蓬萊里承德路3段60號B1,121.5181046,25.06533051,巷弄長照站,02-25931138,stephen530413@gmail.com,盧瑩僡,20210407 14:48:23
社團法人台灣厝邊有愛關懷協會六張犁教會,臺北市,63000,大安區,63000030,臺北市大安區黎元里臥龍街215號,121.553627,25.01852036,巷弄長照站,23636356,lo1119@ms53.hinet.net,鄭忠仁,20210407 15:52:21
臺北市大安區古莊社區發展協會,臺北市,63000,大安區,63000030,臺北市大安區古莊里6鄰羅斯福路2段81巷16弄1-2號2樓,121.5245743,25.02554131,巷弄長照站,0963-164-461,gu.zhuang@yahoo.com.tw,吳宗雄,20210407 14:54:55
臺北市大安區安東社區發展協會,臺北市,63000,大安區,63000030,臺北市大安區誠安里安東街31之1號,121.5426559,25.04425049,巷弄長照站,27715532,a5532.a5532@msa.hinet.net,李有福,20221230 20:42:50
臺北市長立健康樂活協會,臺北市,63000,大安區,63000030,臺北市大安區龍陣里瑞安街75號3樓,121.5410919,25.02824211,巷弄長照站,27014636,yuchuyin@yahoo.com.tw,王自立,20210407 16:03:41
臺北市大安區群英里辦公處,臺北市,63000,大安區,63000030,臺北市大安區群英里四維路198巷30弄9號,121.5460968,25.02630425,巷弄長照站,2754-9339,cheng.kung2@gmail.com,石忠勝,20230202 15:26:11
社團法人臺北市永健長青促進協會,臺北市,63000,大安區,63000030,臺北市大安區龍陣里瑞安街71巷5弄1號1F,121.5416489,25.02815628,巷弄長照站,2709 7719,y23250717@gmail.com,吳增友,20230202 17:07:52
臺北市大安區住安社區發展協會,臺北市,63000,大安區,63000030,臺北市大安區住安里信義路4段30巷27弄24號,121.5457077,25.03215599,巷弄長照站,27550387,ou.ou4650@msa.hinet.net,歐秀珠,20210407 15:26:11
臺北市大安區新民炤社區發展協會,臺北市,63000,大安區,63000030,臺北市大安區民炤里建國南路1段286巷35號1樓,121.5357742,25.03618431,巷弄長照站,961351658,lan7239@yahoo.com.tw,陳濬廷,20221229 23:04:37
財團法人成長文教基金會,臺北市,63000,大安區,63000030,臺北市大安區仁慈里東豐街1號2樓,121.5439224,25.0361805,巷弄長照站,02-27000657,pc19840808@gmail.com,吳靜吉,20210407 14:53:35
財團法人福智慈善基金會(安和據點),臺北市,63000,大安區,63000030,臺北市大安區光信里信義路4段265巷21弄1號1樓3號1樓,121.554985,25.03432846,巷弄長照站,02-2701-5861,kingfisher.taiwan@mail.com,賴錫源,20210407 15:27:13
財團法人基督教台灣神召會,臺北市,63000,大安區,63000030,臺北市大安區昌隆里忠孝東路3段217巷5弄8號,121.5392685,25.04344368,巷弄長照站,02-27527186,taga197010@gmail.com,陳盛煊,20210407 15:25:50
社團法人中華民國香柏樹長者社區關懷協會大安台電據點,臺北市,63000,大安區,63000030,臺北市大安區大學里羅斯福路3段275號3樓,121.5309753,25.01836014,巷弄長照站,02-2363-2096#121,kunlin65@gmail.com,楊寧亞,20210407 14:50:48
臺北市大安區臺北龍雲社區發展協會,臺北市,63000,大安區,63000030,臺北市大安區龍雲里大安路二段160巷24號及復興南路二段151巷43號,121.5455017,25.02846909,巷弄長照站,02-2754-7302,longyun027@gmail.com,黃廣明,20210408 16:07:53
社團法人台灣厝邊有愛關懷協會台北和平據點,臺北市,63000,大安區,63000030,臺北市大安區龍安里和平東路一段183巷9號,121.5330963,25.02742767,巷弄長照站,00-23636356,lo1119@ms53.hinet.net,鄭忠仁,20210407 15:55:54
社團法人中華民國香柏樹長者社區關懷協會台大據點,臺北市,63000,大安區,63000030,臺北市大安區大學里新生南路3段86號4、9樓(真理堂),121.5334396,25.01858711,巷弄長照站,02-23632096#121,kunlin65@gmail.com,楊寧亞,20210407 14:51:34
財團法人政慧發展社會福利慈善事業基金會,臺北市,63000,中山區,63000040,臺北市中山區朱園里南京東路二段160號7樓,121.5344543,25.0517292,巷弄長照站,25172068,chenghui3017@gmail.com,曾瓊慧,20210408 16:21:25
財團法人味全文化教育基金會,臺北市,63000,中山區,63000040,臺北市中山區中央里松江路125號4樓,121.5333023,25.05308533,巷弄長照站,910080465,weichuan125@gmail.com,張景涵,20210408 16:15:11
臺北市中山區大直社區發展協會(第二區民活動中心),臺北市,63000,中山區,63000040,臺北市中山區大直里大直街1號4樓,121.5469666,25.08034515,巷弄長照站,02-25329522,tachih70@yahoo.com.tw,戴思亭,20210408 16:12:54
臺北市敬老協會,臺北市,63000,中山區,63000040,臺北市中山區中原里新生北路2段41巷7號1樓,121.528183,25.05543137,巷弄長照站,225819955,hsuchaplon@pchome.com.tw,陳石林,20210408 16:14:54
社團法人寧祈全人健康生命關懷協會,臺北市,63000,中山區,63000040,臺北市中山區中山里中山北路2段 59 巷 21 號2樓,121.5239182,25.05600739,巷弄長照站,(02)25433535#2770,ningchiorg@gmail.com,張德謙,20210408 16:13:12
臺北市樂齡發展協會(中山區朱園里),臺北市,63000,中山區,63000040,臺北市中山區朱園里松江路45巷43號1樓,121.5343933,25.04802895,巷弄長照站,02-25083440,kgy3071688@yah00.com.tw,孫合興,20210412 16:11:19
社團法人台灣厝邊有愛關懷協會榮星教會,臺北市,63000,中山區,63000040,臺北市中山區正守里新生北路一段82號B1,121.5299454,25.04752159,巷弄長照站,02-23635546,lo1119@ms53.hinet.net,鄭忠仁,20210408 16:17:23
財團法人台北市台北中華基督教會(公理堂),臺北市,63000,中山區,63000040,臺北市中山區康樂里中山北路2段45巷39號,121.5250244,25.05446434,巷弄長照站,02-25118021,tccc.ppt@gmail.com,吳學輝,20210408 16:29:30
財團法人新北市基督教新希望教會(中山五常),臺北市,63000,中山區,63000040,臺北市中山區下埤里龍江路377巷20號1樓,121.5421143,25.06456757,巷弄長照站,982985298,rebecca401010@gmail.com,林淑萍,20221229 22:27:45
財團法人中華基督教廈門街浸信會,臺北市,63000,中正區,63000050,臺北市中正區螢圃里15鄰廈門街81巷20號,121.5192871,25.02429581,巷弄長照站,2368-7582#211,tammylee99@gmail.com,柯德仁,20210408 17:33:33
社團法人台灣基督教展翔天地全人發展協會(展翔據點),臺北市,63000,中正區,63000050,臺北市中正區文盛里汀州路3段127號1樓,121.5305939,25.01638603,巷弄長照站,927304899,aa0927304899@yahoo.com.tw,封雅頌,20221230 18:44:14
臺北市中正區新林興社區發展協會,臺北市,63000,中正區,63000050,臺北市中正區林興里汀州路三段27巷16號,121.5273285,25.01968956,巷弄長照站,933213180,wy5411u70@yahoo.com.tw,吳四海,20210408 16:50:31
台灣旺齡協會,臺北市,63000,中正區,63000050,臺北市中正區頂東里羅斯福路3段84巷13號1樓,121.526062,25.02136803,巷弄長照站,934064264,wonderfulgreen2016@gmail.com,張宏庠,20221229 22:23:43
財團法人臺北市松年長春社會福利基金會(中正),臺北市,63000,中正區,63000050,臺北市中正區南福里羅斯福路1段94、96號11樓(中央教會),121.5198975,25.03001213,巷弄長照站,02-25000261,pine003@twdc.org.tw,王淑惠,20210408 17:01:54
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(古亭靈糧福音中心),臺北市,63000,中正區,63000050,臺北市中正區永功里三元街198號1樓,121.5119019,25.02767372,巷弄長照站,02-23396540,vinclynn@hotmail.com,曾國生,20210408 16:45:30
社團法人臺北市臻佶祥社會服務協會,臺北市,63000,中正區,63000050,臺北市中正區忠勤里中華路2段315巷16、18號,121.5069962,25.02845764,巷弄長照站,02-23036281,tsc1168@yahoo.com.tw,方荷生,20230106 20:32:57
財團法人環宇國際文化教育基金會古亭據點,臺北市,63000,萬華區,63000070,臺北市萬華區錦德里寶興街136號1樓,121.4947586,25.02487946,巷弄長照站,(02)2364-1334,gutingfamily@icef.org.tw,林景德,20210312 19:51:57
臺北市內湖紳士協會,臺北市,63000,內湖區,63000100,臺北市內湖區港墘里內湖路1段552號,121.5771942,25.07906342,巷弄長照站,0918-819089,sum3919@hotmail.com,連德盛,20210408 17:51:18
財團法人台灣基督教恩惠福音會,臺北市,63000,內湖區,63000100,臺北市內湖區港墘里內湖路1段608號,121.5785828,25.07859421,巷弄長照站,02-27971000,cke25@hotmail.com,蔡錫安,20221230 20:07:47
臺北市麗山社區關懷協會,臺北市,63000,內湖區,63000100,臺北市內湖區港都里麗山街348巷22號1-2樓及24號2樓,121.574234,25.08195305,巷弄長照站,26270443#20,t98765432135@yahoo.com.tw,王清瑩,20210408 17:50:26
臺北市內湖區紫雲社區發展協會,臺北市,63000,內湖區,63000100,臺北市內湖區紫雲里康寧路一段190號,121.594986,25.07865715,巷弄長照站,2791-3337,gbzihyun@gmail.com,夏亦芳,20210408 18:06:01
